"Handle","Title","Body (HTML)","Vendor","Type","Tags","Published","Status","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Barcode","Variant Price","Variant Compare At Price","Variant Inventory Tracker","Variant Inventory Qty","Variant Taxable","Variant Weight","Variant Weight Unit","Image Src"
"the-amore-set-taupe","The amore corset set - taupe","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p>
<ul>
<li>Three-piece set sold as one</li>
<li>Premium double layered fabric</li>
<li>Super soft and stretchy fabric</li>
<li>High-neck contoured bodysuit with zip up back</li>
<li>Removable sculpting corset </li>
<li>Ruched mini skirt with statement front tassel<br>
</li>
<li>Refining flared sleeves</li>
</ul>
<p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","active","Size","XS (4-6)","","","","","","","70.00","","shopify","16","true","1115","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510"
"the-amore-set-taupe","The amore corset set - taupe","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p>
<ul>
<li>Three-piece set sold as one</li>
<li>Premium double layered fabric</li>
<li>Super soft and stretchy fabric</li>
<li>High-neck contoured bodysuit with zip up back</li>
<li>Removable sculpting corset </li>
<li>Ruched mini skirt with statement front tassel<br>
</li>
<li>Refining flared sleeves</li>
</ul>
<p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","active","Size","S (6-8)","","","","","","","70.00","","shopify","14","true","1115","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510"
"the-amore-set-taupe","The amore corset set - taupe","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p>
<ul>
<li>Three-piece set sold as one</li>
<li>Premium double layered fabric</li>
<li>Super soft and stretchy fabric</li>
<li>High-neck contoured bodysuit with zip up back</li>
<li>Removable sculpting corset </li>
<li>Ruched mini skirt with statement front tassel<br>
</li>
<li>Refining flared sleeves</li>
</ul>
<p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","active","Size","M (8-10)","","","","","","","70.00","","shopify","2","true","1115","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510"
"the-amore-set-taupe","The amore corset set - taupe","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p>
<ul>
<li>Three-piece set sold as one</li>
<li>Premium double layered fabric</li>
<li>Super soft and stretchy fabric</li>
<li>High-neck contoured bodysuit with zip up back</li>
<li>Removable sculpting corset </li>
<li>Ruched mini skirt with statement front tassel<br>
</li>
<li>Refining flared sleeves</li>
</ul>
<p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","active","Size","L (10-12)","","","","","","","70.00","","shopify","4","true","1115","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510"
"the-amore-set-taupe","The amore corset set - taupe","<p>Meet Solstice — a premium collection made for seamless day-to-night style. Designed for crisp evenings and cooler nights, featuring premium pieces designed to build your party-season wardrobe. Effortlessly sophisticated and perfect for the season, this collection is made for your most memorable moments.</p>
<ul>
<li>Three-piece set sold as one</li>
<li>Premium double layered fabric</li>
<li>Super soft and stretchy fabric</li>
<li>High-neck contoured bodysuit with zip up back</li>
<li>Removable sculpting corset </li>
<li>Ruched mini skirt with statement front tassel<br>
</li>
<li>Refining flared sleeves</li>
</ul>
<p>Mary is 5’4 and wears size XS</p>","Koko Bay","Dresses","Dresses, solstice","TRUE","active","Size","XL (12-14)","","","","","","","70.00","","shopify","2","true","1115","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/251104_KKB_0739.jpg?v=1764261510"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","4","","","","","","","22.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","6","","","","","","","22.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","8","","","","","","","22.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","10","","","","","","","22.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","12","","","","","","","22.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"
"the-beaded-bikini-bottoms-khaki","The beaded bikini bottoms - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered lycra fabric</li>
<li><span style=""text-align: right;"">Fully adjustable tie sides, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini top</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","14","","","","","","","22.00","","shopify","1","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/A2A882A3-062B-45AC-857F-9F4E4A3601B4.jpg?v=1754706441"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","4","","","","","","","24.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","6","","","","","","","24.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","8","","","","","","","24.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","10","","","","","","","24.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","12","","","","","","","24.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"
"the-beaded-bikini-top-khaki","The beaded bikini top - khaki","<p>Meet Soleil, a collection of core pieces that will be a staple to your wardrobe that you can rewear and restyle all season. Drawing inspiration from the amalfi coast and summer days spent under the sun… she’s limited to make sure you’re one of a kind.</p>
<p> </p>
<ul>
<li>Thick double layered quality fabric</li>
<li><span style=""text-align: right;"">Fully adjustable halter neck &amp; back tie straps, made from stretchy cord</span></li>
<li>Strappy design for minimal tan lines</li>
<li><span style=""text-align: right;"">Pair with our matching beaded bikini bottoms</span></li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Holly is 5’5 and wears a size 4<br>Bust: 32A<br>Waist: 23’’<br>Hips: 34’’<br>Dress size: 4-6</p>","Koko Bay","","Soleil, SWIM","TRUE","active","Size","14","","","","","","","24.00","","shopify","0","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/2F3B1657-FA29-47B4-9E99-89B8ABFF4E4B.jpg?v=1754706524"
"copy-the-burnout-cowl-top-cream","The burnout cowl top - cream","<p data-end=""412"" data-start=""144"">Introducing Casa del Sol - a sun-kissed collection of effortless staples designed to live in your wardrobe long after golden hour fades. Inspired by slow mornings, balmy nights, and Mediterranean escapes, each piece is made to be worn, reworn, and cherished.</p>
<p data-end=""682"" data-start=""414"">The Burnout Cowl Top channels this spirit with its soft drape, delicate sheen, and romantic neckline. Designed to catch the light and turn heads, it’s an effortless statement - perfect for golden hour dinners, rooftop drinks, or wherever the warm breeze takes you.</p>
<p data-end=""820"" data-start=""684"">Think timeless silhouettes with a romantic edge, curated in limited runs to keep you feeling one of a kind - wherever the sun takes you.</p>
<ul>
<li>Double layered burnout fabric</li>
<li>Fully adjustable straps at the back</li>
<li>Backless</li>
<li>Cowl neck design </li>
<li>Available in powder blue or cream</li>
<li>Wear on its own or part of a set </li>
</ul>
<p> </p>
<p><span style=""text-decoration: underline;""><strong>Model measurements:</strong></span></p>
<p>Emily is 5’7 and wears a size 6<br>Bust: 32''<br>Waist: 24’’<br>Hips: 34’’<br>Dress size: 6</p>","Koko Bay","","20, Casa del sol, Tops","TRUE","active","Size","4","","","","","","","30.00","","shopify","3","true","1010","g","https://cdn.shopify.com/s/files/1/0064/3828/9461/files/F72EFEB5-2A4F-4278-8EB7-1F50C66706F6.jpg?v=1754711318"
